,block_id,device_id,device_type,hardware_multiplier,operating_system,brand_name,connectivity_tier,processor,processor_quantity,status,total_score,normalized_score,rewarded,potl_minutes,potl_percentage,potl_success,potl_success_list,potl_label,pow_success,pow_success_list,pow_label
3530,2024-08-05 02:00:00+00:00,614714de-8dc0-4db7-9aef-6c0b6bdeb899,gpu,2.0,Linux,NVIDIA,Low Speed,A100-PCIE-40GB,4,Success,160050.0,1157.8607276935834,0.52160032,60.0,100.0,True,{True},Success,True,{True},Success
3531,2024-08-05 02:00:00+00:00,e9184000-7983-11ec-8000-18c04d7d00f6,gpu,0.25,Linux,NVIDIA,Ultra High Speed,GeForce RTX 3080,1,Success,5200.0,37.61871780072873,0.01694671,60.0,100.0,True,{True},Success,True,{True},Success
3532,2024-08-05 02:00:00+00:00,2ccf3674-c605-40ad-b427-e6b91ca00748,gpu,0.75,Linux,NVIDIA,Medium Speed,GeForce RTX 4090,1,Success,15100.0,109.23896899826997,0.04921065,60.0,100.0,True,{True},Success,True,{True},Success
3533,2024-08-05 02:00:00+00:00,6dc0aab7-e153-4542-8096-bfdf0eb7b0f3,gpu,0.75,Linux,NVIDIA,Medium Speed,GeForce RTX 4090,1,Success,15100.0,109.23896899826997,0.04921065,60.0,100.0,True,{True},Success,True,{True},Success
3534,2024-08-05 02:00:00+00:00,41dfce02-364d-43d7-9ff9-0f5c5034dc35,gpu,0.75,Linux,NVIDIA,Medium Speed,GeForce RTX 4090,5,Success,75100.0,543.3010974682169,0.24474967,60.0,100.0,True,{True},Success,True,{True},Success
3535,2024-08-05 02:00:00+00:00,a6210582-bd07-453a-bed4-44f9ac117949,gpu,0.25,Linux,NVIDIA,Ultra High Speed,GeForce RTX 2080 Ti,1,Success,5200.0,37.61871780072873,0.01694671,60.0,100.0,True,{True},Success,True,{True},Success
3536,2024-08-05 02:00:00+00:00,e9184000-7983-11ec-8000-18c04dbbdfd4,gpu,0.25,Linux,NVIDIA,Low Speed,GeForce RTX 3070,1,Success,5050.0,36.533562479553865,0.01645787,60.0,100.0,True,{True},Success,True,{True},Success
3537,2024-08-05 02:00:00+00:00,6e1aff5f-4d2f-4a82-8ede-315a453ff6e1,gpu,0.25,Windows,NVIDIA,Medium Speed,GeForce RTX 3080,1,Success,5100.0,36.895280919945485,0.01662082,60.0,100.0,True,{True},Success,True,{True},Success
3538,2024-08-05 02:00:00+00:00,f5a07dc7-f8b0-4426-94ad-62ac28da0d32,gpu,0.75,Linux,NVIDIA,Medium Speed,Tesla V100S-PCIE-32GB,4,Success,60100.0,434.78556535073017,0.19586491,60.0,100.0,True,{True},Success,True,{True},Success
3539,2024-08-05 02:00:00+00:00,ec6f139c-563a-473f-bf56-cf8e597a569f,gpu,0.25,Windows,NVIDIA,Medium Speed,GeForce RTX 4060,1,Success,5100.0,36.895280919945485,0.01662082,60.0,100.0,True,{True},Success,True,{True},Success
3540,2024-08-05 02:00:00+00:00,a8d8120b-04cd-40c8-8bde-49d7c5865628,cpu,0.75,macOS,Apple,Ultra High Speed,M2 Pro,1,Success,15200.0,126.27259095572579,0.05688406,60.0,100.0,True,{True},Success,True,{True},Success
